model,mu/p_induced,generations,trial,mutants
Combined,1e-05,24,982,1500
Darwinian,1e-05,24,983,2113
Lamarckian,1e-05,24,983,177
Combined,1e-05,24,983,2049
Darwinian,1e-05,24,984,3702
Lamarckian,1e-05,24,984,155
Combined,1e-05,24,984,3020
Darwinian,1e-05,24,985,1598
Lamarckian,1e-05,24,985,176
Combined,1e-05,24,985,2303
Darwinian,1e-05,24,986,1950
Lamarckian,1e-05,24,986,172
Combined,1e-05,24,986,1730
Darwinian,1e-05,24,987,7675
Lamarckian,1e-05,24,987,153
Combined,1e-05,24,987,2539
Darwinian,1e-05,24,988,2533
Lamarckian,1e-05,24,988,168
Combined,1e-05,24,988,1210
Darwinian,1e-05,24,989,1139
Lamarckian,1e-05,24,989,175
Combined,1e-05,24,989,2397
Darwinian,1e-05,24,990,3737
Lamarckian,1e-05,24,990,161
Combined,1e-05,24,990,1744
Darwinian,1e-05,24,991,3140
Lamarckian,1e-05,24,991,165
Combined,1e-05,24,991,1611
Darwinian,1e-05,24,992,1185
Lamarckian,1e-05,24,992,188
Combined,1e-05,24,992,1616
Darwinian,1e-05,24,993,1659
Lamarckian,1e-05,24,993,169
Combined,1e-05,24,993,2023
Darwinian,1e-05,24,994,2328
Lamarckian,1e-05,24,994,188
Combined,1e-05,24,994,2203
Darwinian,1e-05,24,995,6219
Lamarckian,1e-05,24,995,199
Combined,1e-05,24,995,2602
Darwinian,1e-05,24,996,1979
Lamarckian,1e-05,24,996,174
Combined,1e-05,24,996,1625
Darwinian,1e-05,24,997,1569
Lamarckian,1e-05,24,997,162
Combined,1e-05,24,997,2160
Darwinian,1e-05,24,998,1411
Lamarckian,1e-05,24,998,182
Combined,1e-05,24,998,2430
Darwinian,1e-05,24,999,2415
Lamarckian,1e-05,24,999,176
Combined,1e-05,24,999,1632
Darwinian,1e-06,16,0,0
Lamarckian,1e-06,16,0,0
Combined,1e-06,16,0,0
Darwinian,1e-06,16,1,0
Lamarckian,1e-06,16,1,0
Combined,1e-06,16,1,0
Darwinian,1e-06,16,2,0
Lamarckian,1e-06,16,2,1
Combined,1e-06,16,2,1
Darwinian,1e-06,16,3,16
Lamarckian,1e-06,16,3,0
Combined,1e-06,16,3,0
Darwinian,1e-06,16,4,0
Lamarckian,1e-06,16,4,1
Combined,1e-06,16,4,0
Darwinian,1e-06,16,5,0
Lamarckian,1e-06,16,5,0
Combined,1e-06,16,5,0
Darwinian,1e-06,16,6,0
Lamarckian,1e-06,16,6,0
Combined,1e-06,16,6,0
Darwinian,1e-06,16,7,0
Lamarckian,1e-06,16,7,0
Combined,1e-06,16,7,0
Darwinian,1e-06,16,8,0
Lamarckian,1e-06,16,8,0
Combined,1e-06,16,8,0
Darwinian,1e-06,16,9,0
Lamarckian,1e-06,16,9,0
Combined,1e-06,16,9,0
Darwinian,1e-06,16,10,0
Lamarckian,1e-06,16,10,0
Combined,1e-06,16,10,0
Darwinian,1e-06,16,11,0
Lamarckian,1e-06,16,11,1
Combined,1e-06,16,11,0
Darwinian,1e-06,16,12,0
Lamarckian,1e-06,16,12,0
Combined,1e-06,16,12,0
Darwinian,1e-06,16,13,0
Lamarckian,1e-06,16,13,0
Combined,1e-06,16,13,0
Darwinian,1e-06,16,14,0
Lamarckian,1e-06,16,14,0
Combined,1e-06,16,14,0
Darwinian,1e-06,16,15,2
Lamarckian,1e-06,16,15,0
Combined,1e-06,16,15,0
Darwinian,1e-06,16,16,0
Lamarckian,1e-06,16,16,0
Combined,1e-06,16,16,0
Darwinian,1e-06,16,17,0
Lamarckian,1e-06,16,17,0
Combined,1e-06,16,17,0
Darwinian,1e-06,16,18,0
Lamarckian,1e-06,16,18,0
Combined,1e-06,16,18,0
Darwinian,1e-06,16,19,1
Lamarckian,1e-06,16,19,0
Combined,1e-06,16,19,0
Darwinian,1e-06,16,20,0
Lamarckian,1e-06,16,20,0
Combined,1e-06,16,20,2
Darwinian,1e-06,16,21,0
Lamarckian,1e-06,16,21,0
Combined,1e-06,16,21,0
Darwinian,1e-06,16,22,0
Lamarckian,1e-06,16,22,0
Combined,1e-06,16,22,0
Darwinian,1e-06,16,23,1
Lamarckian,1e-06,16,23,0
Combined,1e-06,16,23,0
Darwinian,1e-06,16,24,0
Lamarckian,1e-06,16,24,0
Combined,1e-06,16,24,0
Darwinian,1e-06,16,25,0
Lamarckian,1e-06,16,25,0
Combined,1e-06,16,25,0
Darwinian,1e-06,16,26,0
Lamarckian,1e-06,16,26,0
Combined,1e-06,16,26,0
Darwinian,1e-06,16,27,2
Lamarckian,1e-06,16,27,0
Combined,1e-06,16,27,0
Darwinian,1e-06,16,28,4
Lamarckian,1e-06,16,28,0
Combined,1e-06,16,28,5
Darwinian,1e-06,16,29,0
Lamarckian,1e-06,16,29,0
Combined,1e-06,16,29,0
Darwinian,1e-06,16,30,0
Lamarckian,1e-06,16,30,0
Combined,1e-06,16,30,0
Darwinian,1e-06,16,31,0
Lamarckian,1e-06,16,31,0
Combined,1e-06,16,31,0
Darwinian,1e-06,16,32,1
Lamarckian,1e-06,16,32,0
Combined,1e-06,16,32,0
Darwinian,1e-06,16,33,0
Lamarckian,1e-06,16,33,0
Combined,1e-06,16,33,4
Darwinian,1e-06,16,34,0
Lamarckian,1e-06,16,34,0
Combined,1e-06,16,34,0
Darwinian,1e-06,16,35,0
Lamarckian,1e-06,16,35,0
Combined,1e-06,16,35,0
Darwinian,1e-06,16,36,0
Lamarckian,1e-06,16,36,0
Combined,1e-06,16,36,0
Darwinian,1e-06,16,37,0
Lamarckian,1e-06,16,37,0
Combined,1e-06,16,37,0
Darwinian,1e-06,16,38,0
Lamarckian,1e-06,16,38,0
Combined,1e-06,16,38,0
Darwinian,1e-06,16,39,0
Lamarckian,1e-06,16,39,0
Combined,1e-06,16,39,0
Darwinian,1e-06,16,40,0
Lamarckian,1e-06,16,40,0
Combined,1e-06,16,40,0
Darwinian,1e-06,16,41,0
Lamarckian,1e-06,16,41,0
Combined,1e-06,16,41,0
Darwinian,1e-06,16,42,1
Lamarckian,1e-06,16,42,0
Combined,1e-06,16,42,0
Darwinian,1e-06,16,43,4
Lamarckian,1e-06,16,43,0
Combined,1e-06,16,43,0
Darwinian,1e-06,16,44,2
Lamarckian,1e-06,16,44,0
Combined,1e-06,16,44,0
Darwinian,1e-06,16,45,0
Lamarckian,1e-06,16,45,0
Combined,1e-06,16,45,0
Darwinian,1e-06,16,46,0
Lamarckian,1e-06,16,46,1
Combined,1e-06,16,46,0
Darwinian,1e-06,16,47,0
Lamarckian,1e-06,16,47,0
Combined,1e-06,16,47,1
Darwinian,1e-06,16,48,0
Lamarckian,1e-06,16,48,0
Combined,1e-06,16,48,0
Darwinian,1e-06,16,49,2
Lamarckian,1e-06,16,49,0
Combined,1e-06,16,49,1
Darwinian,1e-06,16,50,0
Lamarckian,1e-06,16,50,0
Combined,1e-06,16,50,0
Darwinian,1e-06,16,51,0
Lamarckian,1e-06,16,51,0
Combined,1e-06,16,51,0
Darwinian,1e-06,16,52,1
Lamarckian,1e-06,16,52,0
Combined,1e-06,16,52,0
Darwinian,1e-06,16,53,0
Lamarckian,1e-06,16,53,0
Combined,1e-06,16,53,0
Darwinian,1e-06,16,54,4
Lamarckian,1e-06,16,54,1
Combined,1e-06,16,54,0
Darwinian,1e-06,16,55,1
Lamarckian,1e-06,16,55,0
Combined,1e-06,16,55,0
Darwinian,1e-06,16,56,0
Lamarckian,1e-06,16,56,0
Combined,1e-06,16,56,0
Darwinian,1e-06,16,57,0
Lamarckian,1e-06,16,57,0
Combined,1e-06,16,57,0
Darwinian,1e-06,16,58,0
Lamarckian,1e-06,16,58,0
Combined,1e-06,16,58,0
Darwinian,1e-06,16,59,1
Lamarckian,1e-06,16,59,0
Combined,1e-06,16,59,1
Darwinian,1e-06,16,60,0
Lamarckian,1e-06,16,60,0
Combined,1e-06,16,60,0
Darwinian,1e-06,16,61,0
Lamarckian,1e-06,16,61,0
Combined,1e-06,16,61,0
Darwinian,1e-06,16,62,0
Lamarckian,1e-06,16,62,0
Combined,1e-06,16,62,0
Darwinian,1e-06,16,63,0
Lamarckian,1e-06,16,63,0
Combined,1e-06,16,63,0
Darwinian,1e-06,16,64,1
Lamarckian,1e-06,16,64,0
Combined,1e-06,16,64,0
Darwinian,1e-06,16,65,8
Lamarckian,1e-06,16,65,0
Combined,1e-06,16,65,0
Darwinian,1e-06,16,66,0
Lamarckian,1e-06,16,66,0
Combined,1e-06,16,66,0
Darwinian,1e-06,16,67,0
Lamarckian,1e-06,16,67,0
Combined,1e-06,16,67,1
Darwinian,1e-06,16,68,0
Lamarckian,1e-06,16,68,0
Combined,1e-06,16,68,0
Darwinian,1e-06,16,69,0
Lamarckian,1e-06,16,69,0
Combined,1e-06,16,69,0
Darwinian,1e-06,16,70,0
Lamarckian,1e-06,16,70,0
Combined,1e-06,16,70,0
Darwinian,1e-06,16,71,0
Lamarckian,1e-06,16,71,0
Combined,1e-06,16,71,0
Darwinian,1e-06,16,72,0
Lamarckian,1e-06,16,72,0
Combined,1e-06,16,72,1
Darwinian,1e-06,16,73,0
Lamarckian,1e-06,16,73,0
Combined,1e-06,16,73,0
Darwinian,1e-06,16,74,0
Lamarckian,1e-06,16,74,0
Combined,1e-06,16,74,0
Darwinian,1e-06,16,75,0
Lamarckian,1e-06,16,75,0
Combined,1e-06,16,75,1
Darwinian,1e-06,16,76,0
Lamarckian,1e-06,16,76,0
Combined,1e-06,16,76,0
Darwinian,1e-06,16,77,0
Lamarckian,1e-06,16,77,0
Combined,1e-06,16,77,0
Darwinian,1e-06,16,78,0
Lamarckian,1e-06,16,78,0
Combined,1e-06,16,78,2
Darwinian,1e-06,16,79,0
Lamarckian,1e-06,16,79,1
Combined,1e-06,16,79,0
Darwinian,1e-06,16,80,0
Lamarckian,1e-06,16,80,0
Combined,1e-06,16,80,0
Darwinian,1e-06,16,81,0
Lamarckian,1e-06,16,81,0
Combined,1e-06,16,81,0
Darwinian,1e-06,16,82,0
Lamarckian,1e-06,16,82,1
Combined,1e-06,16,82,0
Darwinian,1e-06,16,83,0
Lamarckian,1e-06,16,83,0
Combined,1e-06,16,83,0
Darwinian,1e-06,16,84,0
Lamarckian,1e-06,16,84,0
Combined,1e-06,16,84,4
Darwinian,1e-06,16,85,0
Lamarckian,1e-06,16,85,0
Combined,1e-06,16,85,0
Darwinian,1e-06,16,86,0
Lamarckian,1e-06,16,86,0
Combined,1e-06,16,86,2
Darwinian,1e-06,16,87,0
Lamarckian,1e-06,16,87,0
Combined,1e-06,16,87,0
Darwinian,1e-06,16,88,0
Lamarckian,1e-06,16,88,0
Combined,1e-06,16,88,0
Darwinian,1e-06,16,89,0
Lamarckian,1e-06,16,89,0
Combined,1e-06,16,89,0
Darwinian,1e-06,16,90,0
Lamarckian,1e-06,16,90,0
Combined,1e-06,16,90,0
Darwinian,1e-06,16,91,0
Lamarckian,1e-06,16,91,0
Combined,1e-06,16,91,0
Darwinian,1e-06,16,92,0
Lamarckian,1e-06,16,92,0
Combined,1e-06,16,92,0
Darwinian,1e-06,16,93,0
Lamarckian,1e-06,16,93,0
Combined,1e-06,16,93,3
Darwinian,1e-06,16,94,0
Lamarckian,1e-06,16,94,0
Combined,1e-06,16,94,0
Darwinian,1e-06,16,95,0
Lamarckian,1e-06,16,95,0
Combined,1e-06,16,95,0
Darwinian,1e-06,16,96,0
Lamarckian,1e-06,16,96,0
Combined,1e-06,16,96,0
Darwinian,1e-06,16,97,0
Lamarckian,1e-06,16,97,0
Combined,1e-06,16,97,0
Darwinian,1e-06,16,98,4
Lamarckian,1e-06,16,98,0
Combined,1e-06,16,98,1
Darwinian,1e-06,16,99,0
Lamarckian,1e-06,16,99,0
Combined,1e-06,16,99,0
Darwinian,1e-06,16,100,0
Lamarckian,1e-06,16,100,0
Combined,1e-06,16,100,0
Darwinian,1e-06,16,101,0
Lamarckian,1e-06,16,101,0
Combined,1e-06,16,101,0
Darwinian,1e-06,16,102,0
Lamarckian,1e-06,16,102,0
Combined,1e-06,16,102,0
Darwinian,1e-06,16,103,0
Lamarckian,1e-06,16,103,0
Combined,1e-06,16,103,0
Darwinian,1e-06,16,104,1
Lamarckian,1e-06,16,104,0
Combined,1e-06,16,104,0
Darwinian,1e-06,16,105,0
Lamarckian,1e-06,16,105,0
Combined,1e-06,16,105,2
Darwinian,1e-06,16,106,0
Lamarckian,1e-06,16,106,0
Combined,1e-06,16,106,0
Darwinian,1e-06,16,107,0
Lamarckian,1e-06,16,107,0
Combined,1e-06,16,107,2
Darwinian,1e-06,16,108,0
Lamarckian,1e-06,16,108,0
Combined,1e-06,16,108,1
Darwinian,1e-06,16,109,0
Lamarckian,1e-06,16,109,0
Combined,1e-06,16,109,0
Darwinian,1e-06,16,110,0
Lamarckian,1e-06,16,110,0
Combined,1e-06,16,110,0
Darwinian,1e-06,16,111,0
Lamarckian,1e-06,16,111,0
Combined,1e-06,16,111,0
Darwinian,1e-06,16,112,0
Lamarckian,1e-06,16,112,0
Combined,1e-06,16,112,0
Darwinian,1e-06,16,113,0
Lamarckian,1e-06,16,113,0
Combined,1e-06,16,113,0
Darwinian,1e-06,16,114,0
Lamarckian,1e-06,16,114,0
Combined,1e-06,16,114,0
Darwinian,1e-06,16,115,0
Lamarckian,1e-06,16,115,0
Combined,1e-06,16,115,1
Darwinian,1e-06,16,116,0
Lamarckian,1e-06,16,116,0
Combined,1e-06,16,116,0
Darwinian,1e-06,16,117,0
Lamarckian,1e-06,16,117,0
Combined,1e-06,16,117,0
Darwinian,1e-06,16,118,0
Lamarckian,1e-06,16,118,0
Combined,1e-06,16,118,0
Darwinian,1e-06,16,119,0
Lamarckian,1e-06,16,119,0
Combined,1e-06,16,119,0
Darwinian,1e-06,16,120,0
Lamarckian,1e-06,16,120,0
Combined,1e-06,16,120,0
Darwinian,1e-06,16,121,0
Lamarckian,1e-06,16,121,0
Combined,1e-06,16,121,1
Darwinian,1e-06,16,122,0
Lamarckian,1e-06,16,122,0
Combined,1e-06,16,122,0
Darwinian,1e-06,16,123,0
Lamarckian,1e-06,16,123,1
Combined,1e-06,16,123,0
Darwinian,1e-06,16,124,0
Lamarckian,1e-06,16,124,0
Combined,1e-06,16,124,0
Darwinian,1e-06,16,125,0
Lamarckian,1e-06,16,125,0
Combined,1e-06,16,125,0
Darwinian,1e-06,16,126,0
Lamarckian,1e-06,16,126,0
Combined,1e-06,16,126,0
Darwinian,1e-06,16,127,0
Lamarckian,1e-06,16,127,0
Combined,1e-06,16,127,0
Darwinian,1e-06,16,128,0
Lamarckian,1e-06,16,128,0
Combined,1e-06,16,128,0
Darwinian,1e-06,16,129,0
Lamarckian,1e-06,16,129,0
Combined,1e-06,16,129,3
Darwinian,1e-06,16,130,0
Lamarckian,1e-06,16,130,0
Combined,1e-06,16,130,32
Darwinian,1e-06,16,131,0
Lamarckian,1e-06,16,131,0
Combined,1e-06,16,131,1
Darwinian,1e-06,16,132,0
Lamarckian,1e-06,16,132,0
Combined,1e-06,16,132,0
Darwinian,1e-06,16,133,0
Lamarckian,1e-06,16,133,0
Combined,1e-06,16,133,3
Darwinian,1e-06,16,134,0
Lamarckian,1e-06,16,134,0
Combined,1e-06,16,134,128
Darwinian,1e-06,16,135,0
Lamarckian,1e-06,16,135,0
Combined,1e-06,16,135,0
Darwinian,1e-06,16,136,0
Lamarckian,1e-06,16,136,0
Combined,1e-06,16,136,0
Darwinian,1e-06,16,137,0
Lamarckian,1e-06,16,137,0
Combined,1e-06,16,137,1
Darwinian,1e-06,16,138,1
Lamarckian,1e-06,16,138,0
Combined,1e-06,16,138,0
Darwinian,1e-06,16,139,0
Lamarckian,1e-06,16,139,0
Combined,1e-06,16,139,0
Darwinian,1e-06,16,140,0
Lamarckian,1e-06,16,140,0
Combined,1e-06,16,140,1
Darwinian,1e-06,16,141,0
Lamarckian,1e-06,16,141,0
Combined,1e-06,16,141,0
Darwinian,1e-06,16,142,1
Lamarckian,1e-06,16,142,0
Combined,1e-06,16,142,0
Darwinian,1e-06,16,143,0
Lamarckian,1e-06,16,143,0
Combined,1e-06,16,143,0
Darwinian,1e-06,16,144,0
Lamarckian,1e-06,16,144,0
Combined,1e-06,16,144,0
Darwinian,1e-06,16,145,0
Lamarckian,1e-06,16,145,0
Combined,1e-06,16,145,0
Darwinian,1e-06,16,146,0
Lamarckian,1e-06,16,146,0
Combined,1e-06,16,146,0
Darwinian,1e-06,16,147,0
Lamarckian,1e-06,16,147,0
Combined,1e-06,16,147,0
Darwinian,1e-06,16,148,0
Lamarckian,1e-06,16,148,0
Combined,1e-06,16,148,2
Darwinian,1e-06,16,149,0
Lamarckian,1e-06,16,149,0
Combined,1e-06,16,149,0
Darwinian,1e-06,16,150,0
Lamarckian,1e-06,16,150,0
Combined,1e-06,16,150,0
Darwinian,1e-06,16,151,0
Lamarckian,1e-06,16,151,0
Combined,1e-06,16,151,0
Darwinian,1e-06,16,152,0
Lamarckian,1e-06,16,152,0
Combined,1e-06,16,152,1
Darwinian,1e-06,16,153,0
Lamarckian,1e-06,16,153,0
Combined,1e-06,16,153,0
Darwinian,1e-06,16,154,0
Lamarckian,1e-06,16,154,0
Combined,1e-06,16,154,1
Darwinian,1e-06,16,155,0
Lamarckian,1e-06,16,155,0
Combined,1e-06,16,155,0
Darwinian,1e-06,16,156,0
Lamarckian,1e-06,16,156,0
Combined,1e-06,16,156,0
Darwinian,1e-06,16,157,0
Lamarckian,1e-06,16,157,1
Combined,1e-06,16,157,0
Darwinian,1e-06,16,158,0
Lamarckian,1e-06,16,158,0
Combined,1e-06,16,158,1
Darwinian,1e-06,16,159,1
Lamarckian,1e-06,16,159,0
Combined,1e-06,16,159,0
Darwinian,1e-06,16,160,0
Lamarckian,1e-06,16,160,0
Combined,1e-06,16,160,0
Darwinian,1e-06,16,161,0
Lamarckian,1e-06,16,161,0
Combined,1e-06,16,161,0
Darwinian,1e-06,16,162,1
Lamarckian,1e-06,16,162,0
Combined,1e-06,16,162,0
Darwinian,1e-06,16,163,0
Lamarckian,1e-06,16,163,0
Combined,1e-06,16,163,0
Darwinian,1e-06,16,164,0
Lamarckian,1e-06,16,164,0
Combined,1e-06,16,164,1
Darwinian,1e-06,16,165,1
Lamarckian,1e-06,16,165,0
Combined,1e-06,16,165,0
Darwinian,1e-06,16,166,0
Lamarckian,1e-06,16,166,0
Combined,1e-06,16,166,0
Darwinian,1e-06,16,167,0
Lamarckian,1e-06,16,167,0
Combined,1e-06,16,167,0
Darwinian,1e-06,16,168,0
Lamarckian,1e-06,16,168,0
Combined,1e-06,16,168,0
Darwinian,1e-06,16,169,0
Lamarckian,1e-06,16,169,0
Combined,1e-06,16,169,0
Darwinian,1e-06,16,170,0
Lamarckian,1e-06,16,170,0
Combined,1e-06,16,170,0
Darwinian,1e-06,16,171,0
Lamarckian,1e-06,16,171,0
Combined,1e-06,16,171,0
Darwinian,1e-06,16,172,0
Lamarckian,1e-06,16,172,0
Combined,1e-06,16,172,0
Darwinian,1e-06,16,173,0
Lamarckian,1e-06,16,173,0
Combined,1e-06,16,173,0
Darwinian,1e-06,16,174,0
Lamarckian,1e-06,16,174,0
Combined,1e-06,16,174,0
Darwinian,1e-06,16,175,2
Lamarckian,1e-06,16,175,0
Combined,1e-06,16,175,0
Darwinian,1e-06,16,176,1
Lamarckian,1e-06,16,176,0
Combined,1e-06,16,176,1
Darwinian,1e-06,16,177,0
Lamarckian,1e-06,16,177,0
Combined,1e-06,16,177,0
Darwinian,1e-06,16,178,0
Lamarckian,1e-06,16,178,0
Combined,1e-06,16,178,0
Darwinian,1e-06,16,179,0
Lamarckian,1e-06,16,179,0
Combined,1e-06,16,179,0
Darwinian,1e-06,16,180,0
Lamarckian,1e-06,16,180,0
Combined,1e-06,16,180,0
Darwinian,1e-06,16,181,0
Lamarckian,1e-06,16,181,0
Combined,1e-06,16,181,0
Darwinian,1e-06,16,182,0
Lamarckian,1e-06,16,182,0
Combined,1e-06,16,182,1
Darwinian,1e-06,16,183,0
Lamarckian,1e-06,16,183,0
Combined,1e-06,16,183,0
Darwinian,1e-06,16,184,0
Lamarckian,1e-06,16,184,0
Combined,1e-06,16,184,0
Darwinian,1e-06,16,185,0
Lamarckian,1e-06,16,185,0
Combined,1e-06,16,185,0
Darwinian,1e-06,16,186,0
Lamarckian,1e-06,16,186,0
Combined,1e-06,16,186,0
Darwinian,1e-06,16,187,0
Lamarckian,1e-06,16,187,0
Combined,1e-06,16,187,0
Darwinian,1e-06,16,188,0
Lamarckian,1e-06,16,188,0
Combined,1e-06,16,188,0
Darwinian,1e-06,16,189,2
Lamarckian,1e-06,16,189,0
Combined,1e-06,16,189,0
Darwinian,1e-06,16,190,0
Lamarckian,1e-06,16,190,0
Combined,1e-06,16,190,0
Darwinian,1e-06,16,191,0
Lamarckian,1e-06,16,191,0
Combined,1e-06,16,191,0
Darwinian,1e-06,16,192,0
Lamarckian,1e-06,16,192,0
Combined,1e-06,16,192,0
Darwinian,1e-06,16,193,0
Lamarckian,1e-06,16,193,0
Combined,1e-06,16,193,0
Darwinian,1e-06,16,194,0
Lamarckian,1e-06,16,194,0
Combined,1e-06,16,194,0
Darwinian,1e-06,16,195,0
Lamarckian,1e-06,16,195,0
Combined,1e-06,16,195,0
Darwinian,1e-06,16,196,0
Lamarckian,1e-06,16,196,0
Combined,1e-06,16,196,4
Darwinian,1e-06,16,197,0
Lamarckian,1e-06,16,197,0
Combined,1e-06,16,197,0
Darwinian,1e-06,16,198,0
Lamarckian,1e-06,16,198,0
Combined,1e-06,16,198,0
Darwinian,1e-06,16,199,0
Lamarckian,1e-06,16,199,1
Combined,1e-06,16,199,0
Darwinian,1e-06,16,200,0
Lamarckian,1e-06,16,200,0
Combined,1e-06,16,200,0
Darwinian,1e-06,16,201,0
Lamarckian,1e-06,16,201,0
Combined,1e-06,16,201,8
Darwinian,1e-06,16,202,0
Lamarckian,1e-06,16,202,0
Combined,1e-06,16,202,0
Darwinian,1e-06,16,203,0
Lamarckian,1e-06,16,203,0
Combined,1e-06,16,203,0
Darwinian,1e-06,16,204,0
Lamarckian,1e-06,16,204,0
Combined,1e-06,16,204,0
Darwinian,1e-06,16,205,0
Lamarckian,1e-06,16,205,0
Combined,1e-06,16,205,1
Darwinian,1e-06,16,206,0
Lamarckian,1e-06,16,206,0
Combined,1e-06,16,206,0
Darwinian,1e-06,16,207,0
Lamarckian,1e-06,16,207,0
Combined,1e-06,16,207,0
Darwinian,1e-06,16,208,0
Lamarckian,1e-06,16,208,0
Combined,1e-06,16,208,0
Darwinian,1e-06,16,209,0
Lamarckian,1e-06,16,209,0
Combined,1e-06,16,209,0
Darwinian,1e-06,16,210,0
Lamarckian,1e-06,16,210,0
Combined,1e-06,16,210,4
Darwinian,1e-06,16,211,0
Lamarckian,1e-06,16,211,1
Combined,1e-06,16,211,0
Darwinian,1e-06,16,212,5
Lamarckian,1e-06,16,212,0
Combined,1e-06,16,212,0
Darwinian,1e-06,16,213,0
Lamarckian,1e-06,16,213,0
Combined,1e-06,16,213,0
Darwinian,1e-06,16,214,0
Lamarckian,1e-06,16,214,0
Combined,1e-06,16,214,1
Darwinian,1e-06,16,215,0
Lamarckian,1e-06,16,215,0
Combined,1e-06,16,215,0
Darwinian,1e-06,16,216,0
Lamarckian,1e-06,16,216,0
Combined,1e-06,16,216,1
Darwinian,1e-06,16,217,0
Lamarckian,1e-06,16,217,0
Combined,1e-06,16,217,0
Darwinian,1e-06,16,218,0
Lamarckian,1e-06,16,218,0
Combined,1e-06,16,218,0
Darwinian,1e-06,16,219,0
Lamarckian,1e-06,16,219,0
Combined,1e-06,16,219,0
Darwinian,1e-06,16,220,0
Lamarckian,1e-06,16,220,0
Combined,1e-06,16,220,0
Darwinian,1e-06,16,221,0
Lamarckian,1e-06,16,221,1
Combined,1e-06,16,221,0
Darwinian,1e-06,16,222,0
Lamarckian,1e-06,16,222,0
Combined,1e-06,16,222,1
Darwinian,1e-06,16,223,0
Lamarckian,1e-06,16,223,0
Combined,1e-06,16,223,0
Darwinian,1e-06,16,224,2
Lamarckian,1e-06,16,224,0
Combined,1e-06,16,224,0
Darwinian,1e-06,16,225,0
Lamarckian,1e-06,16,225,0
Combined,1e-06,16,225,0
Darwinian,1e-06,16,226,1
Lamarckian,1e-06,16,226,0
Combined,1e-06,16,226,4
Darwinian,1e-06,16,227,0
Lamarckian,1e-06,16,227,0
Combined,1e-06,16,227,0
Darwinian,1e-06,16,228,0
Lamarckian,1e-06,16,228,0
Combined,1e-06,16,228,0
Darwinian,1e-06,16,229,0
Lamarckian,1e-06,16,229,0
Combined,1e-06,16,229,0
Darwinian,1e-06,16,230,0
Lamarckian,1e-06,16,230,0
Combined,1e-06,16,230,0
Darwinian,1e-06,16,231,0
Lamarckian,1e-06,16,231,0
Combined,1e-06,16,231,0
Darwinian,1e-06,16,232,0
Lamarckian,1e-06,16,232,0
Combined,1e-06,16,232,0
Darwinian,1e-06,16,233,0
Lamarckian,1e-06,16,233,0
Combined,1e-06,16,233,1
Darwinian,1e-06,16,234,0
Lamarckian,1e-06,16,234,0
Combined,1e-06,16,234,0
Darwinian,1e-06,16,235,0
Lamarckian,1e-06,16,235,1
Combined,1e-06,16,235,5
Darwinian,1e-06,16,236,0
Lamarckian,1e-06,16,236,0
Combined,1e-06,16,236,0
Darwinian,1e-06,16,237,0
Lamarckian,1e-06,16,237,2
Combined,1e-06,16,237,0
Darwinian,1e-06,16,238,0
Lamarckian,1e-06,16,238,0
Combined,1e-06,16,238,0
Darwinian,1e-06,16,239,0
Lamarckian,1e-06,16,239,0
Combined,1e-06,16,239,0
Darwinian,1e-06,16,240,0
Lamarckian,1e-06,16,240,0
Combined,1e-06,16,240,0
Darwinian,1e-06,16,241,0
Lamarckian,1e-06,16,241,0
Combined,1e-06,16,241,0
Darwinian,1e-06,16,242,2
Lamarckian,1e-06,16,242,1
Combined,1e-06,16,242,1
Darwinian,1e-06,16,243,129
Lamarckian,1e-06,16,243,0
Combined,1e-06,16,243,0
Darwinian,1e-06,16,244,0
Lamarckian,1e-06,16,244,0
Combined,1e-06,16,244,0
Darwinian,1e-06,16,245,0
Lamarckian,1e-06,16,245,0
Combined,1e-06,16,245,0
Darwinian,1e-06,16,246,0
Lamarckian,1e-06,16,246,0
Combined,1e-06,16,246,0
Darwinian,1e-06,16,247,0
Lamarckian,1e-06,16,247,0
Combined,1e-06,16,247,0
Darwinian,1e-06,16,248,0
Lamarckian,1e-06,16,248,0
Combined,1e-06,16,248,0
Darwinian,1e-06,16,249,16
Lamarckian,1e-06,16,249,0
Combined,1e-06,16,249,0
Darwinian,1e-06,16,250,0
Lamarckian,1e-06,16,250,0
Combined,1e-06,16,250,1
Darwinian,1e-06,16,251,0
Lamarckian,1e-06,16,251,0
Combined,1e-06,16,251,0
Darwinian,1e-06,16,252,4
Lamarckian,1e-06,16,252,0
Combined,1e-06,16,252,0
Darwinian,1e-06,16,253,0
Lamarckian,1e-06,16,253,0
Combined,1e-06,16,253,0
Darwinian,1e-06,16,254,0
Lamarckian,1e-06,16,254,0
Combined,1e-06,16,254,0
Darwinian,1e-06,16,255,2
Lamarckian,1e-06,16,255,0
Combined,1e-06,16,255,16
Darwinian,1e-06,16,256,0
Lamarckian,1e-06,16,256,0
Combined,1e-06,16,256,0
Darwinian,1e-06,16,257,0
Lamarckian,1e-06,16,257,0
Combined,1e-06,16,257,0
Darwinian,1e-06,16,258,0
Lamarckian,1e-06,16,258,0
Combined,1e-06,16,258,0
Darwinian,1e-06,16,259,0
Lamarckian,1e-06,16,259,0
Combined,1e-06,16,259,0
Darwinian,1e-06,16,260,0
Lamarckian,1e-06,16,260,0
Combined,1e-06,16,260,0
Darwinian,1e-06,16,261,0
