model,mu/p_induced,generations,trial,mutants
Darwinian,0.0001,22,762,4781
Lamarckian,0.0001,22,762,412
Combined,0.0001,22,762,4466
Darwinian,0.0001,22,763,6433
Lamarckian,0.0001,22,763,433
Combined,0.0001,22,763,3145
Darwinian,0.0001,22,764,4350
Lamarckian,0.0001,22,764,432
Combined,0.0001,22,764,4896
Darwinian,0.0001,22,765,6178
Lamarckian,0.0001,22,765,433
Combined,0.0001,22,765,4594
Darwinian,0.0001,22,766,3600
Lamarckian,0.0001,22,766,385
Combined,0.0001,22,766,4422
Darwinian,0.0001,22,767,14483
Lamarckian,0.0001,22,767,422
Combined,0.0001,22,767,7423
Darwinian,0.0001,22,768,5180
Lamarckian,0.0001,22,768,416
Combined,0.0001,22,768,72364
Darwinian,0.0001,22,769,5314
Lamarckian,0.0001,22,769,428
Combined,0.0001,22,769,4579
Darwinian,0.0001,22,770,5864
Lamarckian,0.0001,22,770,457
Combined,0.0001,22,770,6551
Darwinian,0.0001,22,771,4676
Lamarckian,0.0001,22,771,409
Combined,0.0001,22,771,9883
Darwinian,0.0001,22,772,7610
Lamarckian,0.0001,22,772,415
Combined,0.0001,22,772,6285
Darwinian,0.0001,22,773,8981
Lamarckian,0.0001,22,773,408
Combined,0.0001,22,773,4873
Darwinian,0.0001,22,774,5943
Lamarckian,0.0001,22,774,416
Combined,0.0001,22,774,5453
Darwinian,0.0001,22,775,7330
Lamarckian,0.0001,22,775,401
Combined,0.0001,22,775,5183
Darwinian,0.0001,22,776,4454
Lamarckian,0.0001,22,776,402
Combined,0.0001,22,776,8037
Darwinian,0.0001,22,777,12907
Lamarckian,0.0001,22,777,428
Combined,0.0001,22,777,9056
Darwinian,0.0001,22,778,3688
Lamarckian,0.0001,22,778,424
Combined,0.0001,22,778,5739
Darwinian,0.0001,22,779,3600
Lamarckian,0.0001,22,779,422
Combined,0.0001,22,779,3277
Darwinian,0.0001,22,780,6240
Lamarckian,0.0001,22,780,417
Combined,0.0001,22,780,11371
Darwinian,0.0001,22,781,5178
Lamarckian,0.0001,22,781,421
Combined,0.0001,22,781,3889
Darwinian,0.0001,22,782,4380
Lamarckian,0.0001,22,782,389
Combined,0.0001,22,782,5372
Darwinian,0.0001,22,783,5946
Lamarckian,0.0001,22,783,414
Combined,0.0001,22,783,4224
Darwinian,0.0001,22,784,3098
Lamarckian,0.0001,22,784,402
Combined,0.0001,22,784,8040
Darwinian,0.0001,22,785,5978
Lamarckian,0.0001,22,785,398
Combined,0.0001,22,785,4323
Darwinian,0.0001,22,786,4444
Lamarckian,0.0001,22,786,384
Combined,0.0001,22,786,4992
Darwinian,0.0001,22,787,6327
Lamarckian,0.0001,22,787,408
Combined,0.0001,22,787,4704
Darwinian,0.0001,22,788,5950
Lamarckian,0.0001,22,788,420
Combined,0.0001,22,788,5282
Darwinian,0.0001,22,789,3667
Lamarckian,0.0001,22,789,436
Combined,0.0001,22,789,79882
Darwinian,0.0001,22,790,5357
Lamarckian,0.0001,22,790,416
Combined,0.0001,22,790,7444
Darwinian,0.0001,22,791,5193
Lamarckian,0.0001,22,791,413
Combined,0.0001,22,791,4720
Darwinian,0.0001,22,792,3257
Lamarckian,0.0001,22,792,417
Combined,0.0001,22,792,4931
Darwinian,0.0001,22,793,5722
Lamarckian,0.0001,22,793,420
Combined,0.0001,22,793,5152
Darwinian,0.0001,22,794,4978
Lamarckian,0.0001,22,794,440
Combined,0.0001,22,794,5384
Darwinian,0.0001,22,795,3206
Lamarckian,0.0001,22,795,446
Combined,0.0001,22,795,4181
Darwinian,0.0001,22,796,4967
Lamarckian,0.0001,22,796,411
Combined,0.0001,22,796,3883
Darwinian,0.0001,22,797,6630
Lamarckian,0.0001,22,797,441
Combined,0.0001,22,797,4558
Darwinian,0.0001,22,798,5849
Lamarckian,0.0001,22,798,423
Combined,0.0001,22,798,6234
Darwinian,0.0001,22,799,4391
Lamarckian,0.0001,22,799,405
Combined,0.0001,22,799,5233
Darwinian,0.0001,22,800,3195
Lamarckian,0.0001,22,800,433
Combined,0.0001,22,800,4618
Darwinian,0.0001,22,801,3805
Lamarckian,0.0001,22,801,404
Combined,0.0001,22,801,5159
Darwinian,0.0001,22,802,4366
Lamarckian,0.0001,22,802,433
Combined,0.0001,22,802,5054
Darwinian,0.0001,22,803,4433
Lamarckian,0.0001,22,803,430
Combined,0.0001,22,803,3821
Darwinian,0.0001,22,804,4324
Lamarckian,0.0001,22,804,415
Combined,0.0001,22,804,7951
Darwinian,0.0001,22,805,6969
Lamarckian,0.0001,22,805,425
Combined,0.0001,22,805,5451
Darwinian,0.0001,22,806,7400
Lamarckian,0.0001,22,806,423
Combined,0.0001,22,806,4458
Darwinian,0.0001,22,807,3573
Lamarckian,0.0001,22,807,402
Combined,0.0001,22,807,10479
Darwinian,0.0001,22,808,15696
Lamarckian,0.0001,22,808,440
Combined,0.0001,22,808,14673
Darwinian,0.0001,22,809,5436
Lamarckian,0.0001,22,809,433
Combined,0.0001,22,809,8515
Darwinian,0.0001,22,810,6417
Lamarckian,0.0001,22,810,441
Combined,0.0001,22,810,9440
Darwinian,0.0001,22,811,4323
Lamarckian,0.0001,22,811,410
Combined,0.0001,22,811,13808
Darwinian,0.0001,22,812,7297
Lamarckian,0.0001,22,812,448
Combined,0.0001,22,812,9360
Darwinian,0.0001,22,813,4910
Lamarckian,0.0001,22,813,403
Combined,0.0001,22,813,7099
Darwinian,0.0001,22,814,9851
Lamarckian,0.0001,22,814,439
Combined,0.0001,22,814,3987
Darwinian,0.0001,22,815,8257
Lamarckian,0.0001,22,815,452
Combined,0.0001,22,815,7041
Darwinian,0.0001,22,816,5766
Lamarckian,0.0001,22,816,448
Combined,0.0001,22,816,7171
Darwinian,0.0001,22,817,5398
Lamarckian,0.0001,22,817,456
Combined,0.0001,22,817,9677
Darwinian,0.0001,22,818,21193
Lamarckian,0.0001,22,818,422
Combined,0.0001,22,818,4916
Darwinian,0.0001,22,819,4697
Lamarckian,0.0001,22,819,403
Combined,0.0001,22,819,4706
Darwinian,0.0001,22,820,5305
Lamarckian,0.0001,22,820,401
Combined,0.0001,22,820,4382
Darwinian,0.0001,22,821,14905
Lamarckian,0.0001,22,821,416
Combined,0.0001,22,821,5215
Darwinian,0.0001,22,822,6777
Lamarckian,0.0001,22,822,359
Combined,0.0001,22,822,6469
Darwinian,0.0001,22,823,3096
Lamarckian,0.0001,22,823,430
Combined,0.0001,22,823,6899
Darwinian,0.0001,22,824,7614
Lamarckian,0.0001,22,824,429
Combined,0.0001,22,824,4336
Darwinian,0.0001,22,825,9511
Lamarckian,0.0001,22,825,394
Combined,0.0001,22,825,5223
Darwinian,0.0001,22,826,3733
Lamarckian,0.0001,22,826,428
Combined,0.0001,22,826,5508
Darwinian,0.0001,22,827,5419
Lamarckian,0.0001,22,827,440
Combined,0.0001,22,827,8183
Darwinian,0.0001,22,828,7545
Lamarckian,0.0001,22,828,444
Combined,0.0001,22,828,4279
Darwinian,0.0001,22,829,4229
Lamarckian,0.0001,22,829,403
Combined,0.0001,22,829,7762
Darwinian,0.0001,22,830,4445
Lamarckian,0.0001,22,830,463
Combined,0.0001,22,830,3680
Darwinian,0.0001,22,831,7674
Lamarckian,0.0001,22,831,423
Combined,0.0001,22,831,8286
Darwinian,0.0001,22,832,3964
Lamarckian,0.0001,22,832,410
Combined,0.0001,22,832,5886
Darwinian,0.0001,22,833,4169
Lamarckian,0.0001,22,833,395
Combined,0.0001,22,833,5281
Darwinian,0.0001,22,834,4103
Lamarckian,0.0001,22,834,422
Combined,0.0001,22,834,5387
Darwinian,0.0001,22,835,4512
Lamarckian,0.0001,22,835,439
Combined,0.0001,22,835,4025
Darwinian,0.0001,22,836,5103
Lamarckian,0.0001,22,836,410
Combined,0.0001,22,836,13336
Darwinian,0.0001,22,837,8896
Lamarckian,0.0001,22,837,435
Combined,0.0001,22,837,4492
Darwinian,0.0001,22,838,4143
Lamarckian,0.0001,22,838,403
Combined,0.0001,22,838,12238
Darwinian,0.0001,22,839,7813
Lamarckian,0.0001,22,839,410
Combined,0.0001,22,839,5434
Darwinian,0.0001,22,840,4439
Lamarckian,0.0001,22,840,416
Combined,0.0001,22,840,6158
Darwinian,0.0001,22,841,12190
Lamarckian,0.0001,22,841,403
Combined,0.0001,22,841,33801
Darwinian,0.0001,22,842,6192
Lamarckian,0.0001,22,842,412
Combined,0.0001,22,842,11204
Darwinian,0.0001,22,843,6913
Lamarckian,0.0001,22,843,441
Combined,0.0001,22,843,6458
Darwinian,0.0001,22,844,14292
Lamarckian,0.0001,22,844,414
Combined,0.0001,22,844,8008
Darwinian,0.0001,22,845,4901
Lamarckian,0.0001,22,845,435
Combined,0.0001,22,845,5588
Darwinian,0.0001,22,846,15479
Lamarckian,0.0001,22,846,400
Combined,0.0001,22,846,6982
Darwinian,0.0001,22,847,28613
Lamarckian,0.0001,22,847,427
Combined,0.0001,22,847,5576
Darwinian,0.0001,22,848,4140
Lamarckian,0.0001,22,848,401
Combined,0.0001,22,848,13156
Darwinian,0.0001,22,849,6053
Lamarckian,0.0001,22,849,396
Combined,0.0001,22,849,5286
Darwinian,0.0001,22,850,6863
Lamarckian,0.0001,22,850,430
Combined,0.0001,22,850,5858
Darwinian,0.0001,22,851,4678
Lamarckian,0.0001,22,851,400
Combined,0.0001,22,851,5212
Darwinian,0.0001,22,852,4524
Lamarckian,0.0001,22,852,414
Combined,0.0001,22,852,8072
Darwinian,0.0001,22,853,4410
Lamarckian,0.0001,22,853,442
Combined,0.0001,22,853,3966
Darwinian,0.0001,22,854,9326
Lamarckian,0.0001,22,854,412
Combined,0.0001,22,854,4514
Darwinian,0.0001,22,855,138995
Lamarckian,0.0001,22,855,431
Combined,0.0001,22,855,5231
Darwinian,0.0001,22,856,4072
Lamarckian,0.0001,22,856,434
Combined,0.0001,22,856,4958
Darwinian,0.0001,22,857,37530
Lamarckian,0.0001,22,857,433
Combined,0.0001,22,857,3912
Darwinian,0.0001,22,858,4549
Lamarckian,0.0001,22,858,427
Combined,0.0001,22,858,5214
Darwinian,0.0001,22,859,4301
Lamarckian,0.0001,22,859,429
Combined,0.0001,22,859,6061
Darwinian,0.0001,22,860,20154
Lamarckian,0.0001,22,860,419
Combined,0.0001,22,860,4286
Darwinian,0.0001,22,861,5982
Lamarckian,0.0001,22,861,455
Combined,0.0001,22,861,8023
Darwinian,0.0001,22,862,13877
Lamarckian,0.0001,22,862,451
Combined,0.0001,22,862,6684
Darwinian,0.0001,22,863,6943
Lamarckian,0.0001,22,863,429
Combined,0.0001,22,863,4843
Darwinian,0.0001,22,864,3908
Lamarckian,0.0001,22,864,410
Combined,0.0001,22,864,6771
Darwinian,0.0001,22,865,5956
Lamarckian,0.0001,22,865,445
Combined,0.0001,22,865,9324
Darwinian,0.0001,22,866,3217
Lamarckian,0.0001,22,866,414
Combined,0.0001,22,866,7817
Darwinian,0.0001,22,867,4186
Lamarckian,0.0001,22,867,425
Combined,0.0001,22,867,10228
Darwinian,0.0001,22,868,4141
Lamarckian,0.0001,22,868,443
Combined,0.0001,22,868,11000
Darwinian,0.0001,22,869,5227
Lamarckian,0.0001,22,869,369
Combined,0.0001,22,869,20285
Darwinian,0.0001,22,870,3708
Lamarckian,0.0001,22,870,431
Combined,0.0001,22,870,3875
Darwinian,0.0001,22,871,11034
Lamarckian,0.0001,22,871,435
Combined,0.0001,22,871,4958
Darwinian,0.0001,22,872,5950
Lamarckian,0.0001,22,872,407
Combined,0.0001,22,872,5691
Darwinian,0.0001,22,873,7431
Lamarckian,0.0001,22,873,423
Combined,0.0001,22,873,5842
Darwinian,0.0001,22,874,4393
Lamarckian,0.0001,22,874,399
Combined,0.0001,22,874,4530
Darwinian,0.0001,22,875,4850
Lamarckian,0.0001,22,875,439
Combined,0.0001,22,875,9832
Darwinian,0.0001,22,876,5869
Lamarckian,0.0001,22,876,432
Combined,0.0001,22,876,6465
Darwinian,0.0001,22,877,3678
Lamarckian,0.0001,22,877,399
Combined,0.0001,22,877,4350
Darwinian,0.0001,22,878,12167
Lamarckian,0.0001,22,878,474
Combined,0.0001,22,878,10584
Darwinian,0.0001,22,879,4534
Lamarckian,0.0001,22,879,403
Combined,0.0001,22,879,6058
Darwinian,0.0001,22,880,4911
Lamarckian,0.0001,22,880,417
Combined,0.0001,22,880,12172
Darwinian,0.0001,22,881,4022
Lamarckian,0.0001,22,881,407
Combined,0.0001,22,881,5429
Darwinian,0.0001,22,882,3823
Lamarckian,0.0001,22,882,432
Combined,0.0001,22,882,20900
Darwinian,0.0001,22,883,5684
Lamarckian,0.0001,22,883,436
Combined,0.0001,22,883,4137
Darwinian,0.0001,22,884,3364
Lamarckian,0.0001,22,884,404
Combined,0.0001,22,884,3859
Darwinian,0.0001,22,885,6315
Lamarckian,0.0001,22,885,437
Combined,0.0001,22,885,5544
Darwinian,0.0001,22,886,14542
Lamarckian,0.0001,22,886,432
Combined,0.0001,22,886,5699
Darwinian,0.0001,22,887,3218
Lamarckian,0.0001,22,887,380
Combined,0.0001,22,887,5802
Darwinian,0.0001,22,888,4267
Lamarckian,0.0001,22,888,405
Combined,0.0001,22,888,5493
Darwinian,0.0001,22,889,7429
Lamarckian,0.0001,22,889,430
Combined,0.0001,22,889,3899
Darwinian,0.0001,22,890,4599
Lamarckian,0.0001,22,890,409
Combined,0.0001,22,890,4712
Darwinian,0.0001,22,891,11618
Lamarckian,0.0001,22,891,427
Combined,0.0001,22,891,6386
Darwinian,0.0001,22,892,4524
Lamarckian,0.0001,22,892,455
Combined,0.0001,22,892,8973
Darwinian,0.0001,22,893,7274
Lamarckian,0.0001,22,893,400
Combined,0.0001,22,893,23886
Darwinian,0.0001,22,894,17431
Lamarckian,0.0001,22,894,417
Combined,0.0001,22,894,4585
Darwinian,0.0001,22,895,7277
Lamarckian,0.0001,22,895,408
Combined,0.0001,22,895,4558
Darwinian,0.0001,22,896,6344
Lamarckian,0.0001,22,896,452
Combined,0.0001,22,896,5125
Darwinian,0.0001,22,897,14173
Lamarckian,0.0001,22,897,429
Combined,0.0001,22,897,4610
Darwinian,0.0001,22,898,3979
Lamarckian,0.0001,22,898,373
Combined,0.0001,22,898,13351
Darwinian,0.0001,22,899,4309
Lamarckian,0.0001,22,899,458
Combined,0.0001,22,899,6928
Darwinian,0.0001,22,900,7527
Lamarckian,0.0001,22,900,465
Combined,0.0001,22,900,8058
Darwinian,0.0001,22,901,9610
Lamarckian,0.0001,22,901,449
Combined,0.0001,22,901,5450
Darwinian,0.0001,22,902,3761
Lamarckian,0.0001,22,902,420
Combined,0.0001,22,902,4195
Darwinian,0.0001,22,903,5995
Lamarckian,0.0001,22,903,402
Combined,0.0001,22,903,7051
Darwinian,0.0001,22,904,4920
Lamarckian,0.0001,22,904,407
Combined,0.0001,22,904,6579
Darwinian,0.0001,22,905,6027
Lamarckian,0.0001,22,905,406
Combined,0.0001,22,905,6030
Darwinian,0.0001,22,906,5923
Lamarckian,0.0001,22,906,432
Combined,0.0001,22,906,5957
Darwinian,0.0001,22,907,4172
Lamarckian,0.0001,22,907,408
Combined,0.0001,22,907,5830
Darwinian,0.0001,22,908,6459
Lamarckian,0.0001,22,908,393
Combined,0.0001,22,908,5438
Darwinian,0.0001,22,909,5401
Lamarckian,0.0001,22,909,409
Combined,0.0001,22,909,4999
Darwinian,0.0001,22,910,7255
Lamarckian,0.0001,22,910,429
Combined,0.0001,22,910,3606
Darwinian,0.0001,22,911,7976
Lamarckian,0.0001,22,911,406
Combined,0.0001,22,911,13533
Darwinian,0.0001,22,912,4111
Lamarckian,0.0001,22,912,408
Combined,0.0001,22,912,6725
Darwinian,0.0001,22,913,8570
Lamarckian,0.0001,22,913,403
Combined,0.0001,22,913,23724
Darwinian,0.0001,22,914,21021
Lamarckian,0.0001,22,914,401
Combined,0.0001,22,914,4876
Darwinian,0.0001,22,915,4881
Lamarckian,0.0001,22,915,429
Combined,0.0001,22,915,4136
Darwinian,0.0001,22,916,5045
Lamarckian,0.0001,22,916,377
Combined,0.0001,22,916,4904
Darwinian,0.0001,22,917,16692
Lamarckian,0.0001,22,917,412
Combined,0.0001,22,917,4191
Darwinian,0.0001,22,918,5287
Lamarckian,0.0001,22,918,440
Combined,0.0001,22,918,4585
Darwinian,0.0001,22,919,5446
Lamarckian,0.0001,22,919,450
Combined,0.0001,22,919,5406
Darwinian,0.0001,22,920,5404
Lamarckian,0.0001,22,920,391
Combined,0.0001,22,920,3981
Darwinian,0.0001,22,921,3599
Lamarckian,0.0001,22,921,417
Combined,0.0001,22,921,5453
Darwinian,0.0001,22,922,5000
Lamarckian,0.0001,22,922,449
Combined,0.0001,22,922,3857
Darwinian,0.0001,22,923,6163
Lamarckian,0.0001,22,923,432
Combined,0.0001,22,923,4366
Darwinian,0.0001,22,924,15044
Lamarckian,0.0001,22,924,424
Combined,0.0001,22,924,3708
Darwinian,0.0001,22,925,5744
Lamarckian,0.0001,22,925,430
Combined,0.0001,22,925,5244
Darwinian,0.0001,22,926,3990
Lamarckian,0.0001,22,926,437
Combined,0.0001,22,926,7732
Darwinian,0.0001,22,927,9661
Lamarckian,0.0001,22,927,433
Combined,0.0001,22,927,4161
Darwinian,0.0001,22,928,5046
Lamarckian,0.0001,22,928,422
Combined,0.0001,22,928,4723
Darwinian,0.0001,22,929,4656
Lamarckian,0.0001,22,929,407
Combined,0.0001,22,929,4283
Darwinian,0.0001,22,930,5386
Lamarckian,0.0001,22,930,435
Combined,0.0001,22,930,4623
Darwinian,0.0001,22,931,5245
Lamarckian,0.0001,22,931,403
Combined,0.0001,22,931,20204
Darwinian,0.0001,22,932,8074
Lamarckian,0.0001,22,932,457
Combined,0.0001,22,932,12791
Darwinian,0.0001,22,933,4794
Lamarckian,0.0001,22,933,337
Combined,0.0001,22,933,5524
Darwinian,0.0001,22,934,6442
Lamarckian,0.0001,22,934,403
Combined,0.0001,22,934,6908
Darwinian,0.0001,22,935,7806
Lamarckian,0.0001,22,935,433
Combined,0.0001,22,935,7757
Darwinian,0.0001,22,936,4852
Lamarckian,0.0001,22,936,376
Combined,0.0001,22,936,3340
Darwinian,0.0001,22,937,5580
Lamarckian,0.0001,22,937,396
Combined,0.0001,22,937,6302
Darwinian,0.0001,22,938,8237
Lamarckian,0.0001,22,938,447
Combined,0.0001,22,938,5148
Darwinian,0.0001,22,939,5371
Lamarckian,0.0001,22,939,444
Combined,0.0001,22,939,6990
Darwinian,0.0001,22,940,37920
Lamarckian,0.0001,22,940,447
Combined,0.0001,22,940,6865
Darwinian,0.0001,22,941,5040
Lamarckian,0.0001,22,941,419
Combined,0.0001,22,941,4538
Darwinian,0.0001,22,942,9324
Lamarckian,0.0001,22,942,383
Combined,0.0001,22,942,6409
Darwinian,0.0001,22,943,7239
Lamarckian,0.0001,22,943,426
Combined,0.0001,22,943,5624
Darwinian,0.0001,22,944,10806
Lamarckian,0.0001,22,944,455
Combined,0.0001,22,944,5015
Darwinian,0.0001,22,945,4605
Lamarckian,0.0001,22,945,412
Combined,0.0001,22,945,15378
Darwinian,0.0001,22,946,5624
Lamarckian,0.0001,22,946,436
Combined,0.0001,22,946,6480
Darwinian,0.0001,22,947,6197
Lamarckian,0.0001,22,947,412
Combined,0.0001,22,947,8672
Darwinian,0.0001,22,948,7007
Lamarckian,0.0001,22,948,426
Combined,0.0001,22,948,4024
Darwinian,0.0001,22,949,3518
Lamarckian,0.0001,22,949,392
Combined,0.0001,22,949,8842
Darwinian,0.0001,22,950,5814
Lamarckian,0.0001,22,950,401
Combined,0.0001,22,950,5885
Darwinian,0.0001,22,951,5822
Lamarckian,0.0001,22,951,428
Combined,0.0001,22,951,5083
Darwinian,0.0001,22,952,3858
Lamarckian,0.0001,22,952,428
Combined,0.0001,22,952,3938
Darwinian,0.0001,22,953,5599
Lamarckian,0.0001,22,953,426
Combined,0.0001,22,953,4284
Darwinian,0.0001,22,954,4500
Lamarckian,0.0001,22,954,448
Combined,0.0001,22,954,5890
Darwinian,0.0001,22,955,14857
Lamarckian,0.0001,22,955,397
Combined,0.0001,22,955,8628
Darwinian,0.0001,22,956,8248
Lamarckian,0.0001,22,956,455
Combined,0.0001,22,956,4330
Darwinian,0.0001,22,957,6265
Lamarckian,0.0001,22,957,409
Combined,0.0001,22,957,3756
Darwinian,0.0001,22,958,5248
Lamarckian,0.0001,22,958,412
Combined,0.0001,22,958,4602
Darwinian,0.0001,22,959,3985
Lamarckian,0.0001,22,959,404
Combined,0.0001,22,959,5188
Darwinian,0.0001,22,960,4686
Lamarckian,0.0001,22,960,449
Combined,0.0001,22,960,6127
Darwinian,0.0001,22,961,13823
Lamarckian,0.0001,22,961,416
Combined,0.0001,22,961,4618
Darwinian,0.0001,22,962,4977
Lamarckian,0.0001,22,962,442
Combined,0.0001,22,962,5608
Darwinian,0.0001,22,963,4669
Lamarckian,0.0001,22,963,421
Combined,0.0001,22,963,5063
Darwinian,0.0001,22,964,4081
Lamarckian,0.0001,22,964,396
Combined,0.0001,22,964,4538
Darwinian,0.0001,22,965,4390
Lamarckian,0.0001,22,965,433
Combined,0.0001,22,965,5571
Darwinian,0.0001,22,966,3812
Lamarckian,0.0001,22,966,435
Combined,0.0001,22,966,5015
Darwinian,0.0001,22,967,6623
Lamarckian,0.0001,22,967,400
Combined,0.0001,22,967,6003
Darwinian,0.0001,22,968,12607
Lamarckian,0.0001,22,968,412
Combined,0.0001,22,968,6359
Darwinian,0.0001,22,969,7300
Lamarckian,0.0001,22,969,439
Combined,0.0001,22,969,5273
Darwinian,0.0001,22,970,4204
Lamarckian,0.0001,22,970,450
Combined,0.0001,22,970,8139
Darwinian,0.0001,22,971,4128
Lamarckian,0.0001,22,971,416
Combined,0.0001,22,971,6893
Darwinian,0.0001,22,972,3714
Lamarckian,0.0001,22,972,429
Combined,0.0001,22,972,3263
Darwinian,0.0001,22,973,3907
Lamarckian,0.0001,22,973,447
Combined,0.0001,22,973,3977
Darwinian,0.0001,22,974,5593
Lamarckian,0.0001,22,974,427
Combined,0.0001,22,974,4644
Darwinian,0.0001,22,975,4750
Lamarckian,0.0001,22,975,412
Combined,0.0001,22,975,9702
Darwinian,0.0001,22,976,3493
Lamarckian,0.0001,22,976,414
Combined,0.0001,22,976,13475
Darwinian,0.0001,22,977,3049
Lamarckian,0.0001,22,977,390
Combined,0.0001,22,977,3971
Darwinian,0.0001,22,978,8916
Lamarckian,0.0001,22,978,426
Combined,0.0001,22,978,4241
Darwinian,0.0001,22,979,12386
Lamarckian,0.0001,22,979,421
Combined,0.0001,22,979,8451
Darwinian,0.0001,22,980,4612
Lamarckian,0.0001,22,980,428
Combined,0.0001,22,980,6265
Darwinian,0.0001,22,981,9963
Lamarckian,0.0001,22,981,408
Combined,0.0001,22,981,5842
Darwinian,0.0001,22,982,12702
Lamarckian,0.0001,22,982,439
Combined,0.0001,22,982,4561
Darwinian,0.0001,22,983,7110
Lamarckian,0.0001,22,983,428
Combined,0.0001,22,983,38220
Darwinian,0.0001,22,984,5223
Lamarckian,0.0001,22,984,446
Combined,0.0001,22,984,5295
Darwinian,0.0001,22,985,3661
Lamarckian,0.0001,22,985,455
Combined,0.0001,22,985,5996
Darwinian,0.0001,22,986,13476
Lamarckian,0.0001,22,986,399
Combined,0.0001,22,986,7335
Darwinian,0.0001,22,987,4893
Lamarckian,0.0001,22,987,358
Combined,0.0001,22,987,8104
Darwinian,0.0001,22,988,8620
Lamarckian,0.0001,22,988,413
Combined,0.0001,22,988,5243
Darwinian,0.0001,22,989,4053
Lamarckian,0.0001,22,989,394
Combined,0.0001,22,989,4756
Darwinian,0.0001,22,990,8718
Lamarckian,0.0001,22,990,405
Combined,0.0001,22,990,4589
Darwinian,0.0001,22,991,3411
Lamarckian,0.0001,22,991,428
Combined,0.0001,22,991,6279
Darwinian,0.0001,22,992,5169
Lamarckian,0.0001,22,992,402
Combined,0.0001,22,992,3798
Darwinian,0.0001,22,993,5196
Lamarckian,0.0001,22,993,452
Combined,0.0001,22,993,7363
Darwinian,0.0001,22,994,10454
Lamarckian,0.0001,22,994,444
Combined,0.0001,22,994,5475
Darwinian,0.0001,22,995,4990
Lamarckian,0.0001,22,995,425
Combined,0.0001,22,995,6214
Darwinian,0.0001,22,996,6834
Lamarckian,0.0001,22,996,414
Combined,0.0001,22,996,21394
Darwinian,0.0001,22,997,4879
Lamarckian,0.0001,22,997,398
Combined,0.0001,22,997,9227
Darwinian,0.0001,22,998,4941
Lamarckian,0.0001,22,998,411
Combined,0.0001,22,998,8100
Darwinian,0.0001,22,999,8080
Lamarckian,0.0001,22,999,410
Combined,0.0001,22,999,4524
Darwinian,0.0001,24,0,50851
Lamarckian,0.0001,24,0,1669
Combined,0.0001,24,0,26696
Darwinian,0.0001,24,1,40973
Lamarckian,0.0001,24,1,1607
Combined,0.0001,24,1,68517
Darwinian,0.0001,24,2,18345
Lamarckian,0.0001,24,2,1718
Combined,0.0001,24,2,37381
Darwinian,0.0001,24,3,21439
Lamarckian,0.0001,24,3,1679
Combined,0.0001,24,3,23943
Darwinian,0.0001,24,4,19145
Lamarckian,0.0001,24,4,1661
Combined,0.0001,24,4,19808
Darwinian,0.0001,24,5,17643
Lamarckian,0.0001,24,5,1744
Combined,0.0001,24,5,24941
Darwinian,0.0001,24,6,23816
Lamarckian,0.0001,24,6,1722
Combined,0.0001,24,6,26441
Darwinian,0.0001,24,7,189849
Lamarckian,0.0001,24,7,1648
Combined,0.0001,24,7,24632
Darwinian,0.0001,24,8,32959
Lamarckian,0.0001,24,8,1662
Combined,0.0001,24,8,22858
Darwinian,0.0001,24,9,29714
Lamarckian,0.0001,24,9,1648
Combined,0.0001,24,9,28649
Darwinian,0.0001,24,10,22008
Lamarckian,0.0001,24,10,1638
Combined,0.0001,24,10,15818
Darwinian,0.0001,24,11,16927
Lamarckian,0.0001,24,11,1656
Combined,0.0001,24,11,20171
Darwinian,0.0001,24,12,22152
Lamarckian,0.0001,24,12,1651
Combined,0.0001,24,12,25785
Darwinian,0.0001,24,13,25052
Lamarckian,0.0001,24,13,1707
Combined,0.0001,24,13,33378
Darwinian,0.0001,24,14,25763
Lamarckian,0.0001,24,14,1634
Combined,0.0001,24,14,25293
Darwinian,0.0001,24,15,21444
Lamarckian,0.0001,24,15,1689
Combined,0.0001,24,15,21793
Darwinian,0.0001,24,16,18881
Lamarckian,0.0001,24,16,1688
Combined,0.0001,24,16,21943
Darwinian,0.0001,24,17,21336
Lamarckian,0.0001,24,17,1669
Combined,0.0001,24,17,20877
Darwinian,0.0001,24,18,20466
Lamarckian,0.0001,24,18,1723
Combined,0.0001,24,18,24707
Darwinian,0.0001,24,19,84123
Lamarckian,0.0001,24,19,1674
Combined,0.0001,24,19,56131
Darwinian,0.0001,24,20,19066
Lamarckian,0.0001,24,20,1694
Combined,0.0001,24,20,20553
Darwinian,0.0001,24,21,37159
Lamarckian,0.0001,24,21,1683
Combined,0.0001,24,21,18147
Darwinian,0.0001,24,22,27515
Lamarckian,0.0001,24,22,1686
Combined,0.0001,24,22,21686
Darwinian,0.0001,24,23,26674
Lamarckian,0.0001,24,23,1706
Combined,0.0001,24,23,1073129
Darwinian,0.0001,24,24,20808
Lamarckian,0.0001,24,24,1648
Combined,0.0001,24,24,21691
Darwinian,0.0001,24,25,29459
Lamarckian,0.0001,24,25,1729
Combined,0.0001,24,25,22896
Darwinian,0.0001,24,26,18278
Lamarckian,0.0001,24,26,1663
Combined,0.0001,24,26,49485
Darwinian,0.0001,24,27,32652
Lamarckian,0.0001,24,27,1722
Combined,0.0001,24,27,18068
Darwinian,0.0001,24,28,25650
Lamarckian,0.0001,24,28,1694
Combined,0.0001,24,28,20897
Darwinian,0.0001,24,29,30698
Lamarckian,0.0001,24,29,1647
Combined,0.0001,24,29,27433
